Time	Sum	Command
311349	311349	----> command git symbolic-ref HEAD 2> /dev/null
33	2397	---> if [ $status -gt 0 ]...
2364	2364	----> [ $status -gt 0 ]
169111	169111	---> set branch_symbol \uE0A0
840	137213	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
136373	136373	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
124	124	---> set -l BG PROMPT
1242	409257	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
408015	408015	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
234	1145212	---> if [ "$dirty" = "" ]...
137	137	----> [ "$dirty" = "" ]
79	79	----> set BG yellow
78	78	----> set dirty ''
70	70	----> set -l empty 0
333060	333060	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
186	186	----> set -l target
125	334063	----> if [ $empty = 1 ]...
158	158	-----> [ $empty = 1 ]
152	152	-----> set target 'HEAD'
125	125	-----> set -l unstaged 0
333136	333136	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
113	113	-----> or set unstaged 1
46	254	-----> if [ $unstaged = 1 ]...
109	109	------> [ $unstaged = 1 ]
99	99	------> set dirty $dirty'●'
141	141	----> set -l staged 0
335429	335429	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
32	151	----> if [ $staged = 1 ]...
119	119	-----> [ $staged = 1 ]
41	141584	----> if [ "$dirty" = "" ]...
95	95	-----> [ "$dirty" = "" ]
141448	141448	-----> set PROMPT "$branch $dirty"
677	4379	---> prompt_segment $BG black $PROMPT
88	88	----> set -l bg
68	68	----> set -l fg
34	216	----> if [ -n "$argv[1]" ]...
93	93	-----> [ -n "$argv[1]" ]
89	89	-----> set bg $argv[1]
31	198	----> if [ -n "$argv[2]" ]...
82	82	-----> [ -n "$argv[2]" ]
85	85	-----> set fg $argv[2]
77	2802	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
151	151	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2219	2219	-----> set_color -b $bg
98	98	-----> set_color $current_bg
90	90	-----> echo -n "$segment_separator "
86	86	-----> set_color -b $bg
81	81	-----> set_color $fg
97	97	----> set current_bg $argv[1]
36	233	----> if [ -n "$argv[3]" ]...
88	88	-----> [ -n "$argv[3]" ]
109	109	-----> echo -n -s $argv[3] " "
183	53937	-> __exists svn
53754	53754	--> command -v "$name" ^/dev/null >&2
312	249513	-> and prompt_svn
93	93	--> set -l ref
47	249108	--> if command svn ls . >/dev/null 2>&1...
249061	249061	---> command svn ls . >/dev/null 2>&1
277	881	-> prompt_finish
54	448	--> if [ -n $current_bg ]...
105	105	---> [ -n $current_bg ]
103	103	---> set_color -b normal
94	94	---> set_color $current_bg
92	92	---> echo -n "$segment_separator "
73	73	--> set_color normal
83	83	--> set -g current_bg NONE
112	112	> echo $_ " "
247	287526	> __fish_pwd
287279	287279	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
118	2151	> __fish_disable_bracketed_paste 'fisher --version'
2033	2033	-> printf "\e[?2004l"
127	127	> echo $_ " "
2041	149647	> __fish_pwd
147606	147606	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
1548	318014	> fisher --version
137598	137598	-> set -q XDG_CACHE_HOME
341	341	-> or set XDG_CACHE_HOME ~/.cache
42	42	-> set -q XDG_CONFIG_HOME
276	276	-> or set XDG_CONFIG_HOME ~/.config
73	73	-> set -g fish_config $XDG_CONFIG_HOME/fish
65	65	-> set -g fisher_cache $XDG_CACHE_HOME/fisher
63	63	-> set -g fisher_config $XDG_CONFIG_HOME/fisher
33	33	-> set -q fisher_path
59	59	-> set -g fishfile $fish_config/fishfile
223	5653	-> for path in {$fish_config,$fisher_path}/{functions,completions,conf.d} $fisher_cache...
31	3691	--> if test ! -d $path...
3660	3660	---> test ! -d $path
29	299	--> if test ! -d $path...
270	270	---> test ! -d $path
26	286	--> if test ! -d $path...
260	260	---> test ! -d $path
26	287	--> if test ! -d $path...
261	261	---> test ! -d $path
25	302	--> if test ! -d $path...
277	277	---> test ! -d $path
25	291	--> if test ! -d $path...
266	266	---> test ! -d $path
25	274	--> if test ! -d $path...
249	249	---> test ! -d $path
26	292	-> if test ! -e $fisher_path/completions/fisher.fish...
266	266	--> test ! -e $fisher_path/completions/fisher.fish
31	347	-> if test -e $fisher_path/conf.d/fisher.fish...
254	254	--> test -e $fisher_path/conf.d/fisher.fish
62	62	--> switch "$version"...
44	549	-> if test -e "$fisher_path/fishfile"...
250	250	--> test -e "$fisher_path/fishfile"
255	255	--> and test ! -e "$fishfile"
124	171075	-> switch "$cmd"...
2707	170951	--> echo "fisher version $fisher_version" (status -f | command sed "s|^$HOME|~|")
168244	168244	---> status -f | command sed "s|^$HOME|~|"
92	173	> __fish_enable_bracketed_paste
81	81	-> printf "\e[?2004h"
322	147653	> fish_mode_prompt
43	147331	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
145252	145252	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
71	2036	--> switch $fish_bind_mode...
624	1965	---> prompt_segment green black "I"
90	90	----> set -l bg
71	71	----> set -l fg
35	223	----> if [ -n "$argv[1]" ]...
96	96	-----> [ -n "$argv[1]" ]
92	92	-----> set bg $argv[1]
32	214	----> if [ -n "$argv[2]" ]...
91	91	-----> [ -n "$argv[2]" ]
91	91	-----> set fg $argv[2]
51	451	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
150	150	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	-----> set_color -b $bg
83	83	-----> set_color $fg
71	71	-----> echo -n " "
90	90	----> set current_bg $argv[1]
31	202	----> if [ -n "$argv[3]" ]...
83	83	-----> [ -n "$argv[3]" ]
88	88	-----> echo -n -s $argv[3] " "
384	5283334	> fish_prompt
107	107	-> set -g RETVAL $status
361	429070	-> prompt_status
22	112	--> if [ $RETVAL -ne 0 ]...
90	90	---> [ $RETVAL -ne 0 ]
733	101376	--> set -l uid (id -u $USER)
100643	100643	---> id -u $USER
39	157	--> if [ $uid -eq 0 ]...
118	118	---> [ $uid -eq 0 ]
39	327064	--> if [ (jobs -l | wc -l) -gt 0 ]...
768	324705	---> [ (jobs -l | wc -l) -gt 0 ]
323937	323937	----> jobs -l | wc -l
671	2320	---> prompt_segment black cyan "⚙"
92	92	----> set -l bg
71	71	----> set -l fg
34	222	----> if [ -n "$argv[1]" ]...
95	95	-----> [ -n "$argv[1]" ]
93	93	-----> set bg $argv[1]
38	213	----> if [ -n "$argv[2]" ]...
85	85	-----> [ -n "$argv[2]" ]
90	90	-----> set fg $argv[2]
92	720	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
155	155	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
108	108	-----> set_color -b $bg
114	114	-----> set_color $current_bg
88	88	-----> echo -n "$segment_separator "
81	81	-----> set_color -b $bg
82	82	-----> set_color $fg
96	96	----> set current_bg $argv[1]
38	235	----> if [ -n "$argv[3]" ]...
84	84	-----> [ -n "$argv[3]" ]
113	113	-----> echo -n -s $argv[3] " "
185	135049	-> prompt_virtual_env
28	134864	--> if test "$VIRTUAL_ENV"...
134836	134836	---> test "$VIRTUAL_ENV"
542	1496	-> prompt_user
107	107	--> set -l BG 444444
81	81	--> set -l FG BCBCBC
36	766	--> if [ "$theme_display_user" = "yes" ]...
102	102	---> [ "$theme_display_user" = "yes" ]
235	537	---> get_hostname
91	91	----> set -g HOSTNAME_PROMPT ""
23	211	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
188	188	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
23	91	---> if [ $HOSTNAME_PROMPT ]...
68	68	----> [ $HOSTNAME_PROMPT ]
114	13341	-> prompt_dir
1170	13227	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2621	10518	---> prompt_pwd
115	115	----> set -l options 'h/help'
2236	2236	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
39	145	----> if set -q _flag_help...
106	106	-----> set -q _flag_help
120	120	----> set -q fish_prompt_pwd_dir_length
175	175	----> or set -l fish_prompt_pwd_dir_length 1
1330	1330	----> set realhome ~
1185	3507	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
2322	2322	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
43	269	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
92	92	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
134	134	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
78	78	---> set -l bg
68	68	---> set -l fg
38	216	---> if [ -n "$argv[1]" ]...
90	90	----> [ -n "$argv[1]" ]
88	88	----> set bg $argv[1]
32	198	---> if [ -n "$argv[2]" ]...
81	81	----> [ -n "$argv[2]" ]
85	85	----> set fg $argv[2]
72	681	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
145	145	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
91	91	----> set_color -b $bg
109	109	----> set_color $current_bg
85	85	----> echo -n "$segment_separator "
86	86	----> set_color -b $bg
93	93	----> set_color $fg
92	92	---> set current_bg $argv[1]
33	206	---> if [ -n "$argv[3]" ]...
84	84	----> [ -n "$argv[3]" ]
89	89	----> echo -n -s $argv[3] " "
177	52746	-> __exists hg
52569	52569	--> command -v "$name" ^/dev/null >&2
548	1789435	-> and prompt_hg
93	93	--> set -l branch
129	129	--> set -l state
47	1788665	--> if command hg id >/dev/null 2>&1...
1788618	1788618	---> command hg id >/dev/null 2>&1
202	57559	-> __exists git
57357	57357	--> command -v "$name" ^/dev/null >&2
1166	2502080	-> and prompt_git
113	113	--> set -l ref
147	2500801	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
309232	309232	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
4263	314222	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
309959	309959	----> command git symbolic-ref HEAD 2> /dev/null
39	2273	---> if [ $status -gt 0 ]...
2234	2234	----> [ $status -gt 0 ]
169579	169579	---> set branch_symbol \uE0A0
980	139296	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
138316	138316	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
89	89	---> set -l BG PROMPT
1105	400111	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
399006	399006	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
191	1159534	---> if [ "$dirty" = "" ]...
135	135	----> [ "$dirty" = "" ]
77	77	----> set BG yellow
77	77	----> set dirty ''
71	71	----> set -l empty 0
331184	331184	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
110	110	----> set -l target
104	352657	----> if [ $empty = 1 ]...
88	88	-----> [ $empty = 1 ]
84	84	-----> set target 'HEAD'
78	78	-----> set -l unstaged 0
351844	351844	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
145	145	-----> or set unstaged 1
52	314	-----> if [ $unstaged = 1 ]...
134	134	------> [ $unstaged = 1 ]
128	128	------> set dirty $dirty'●'
107	107	----> set -l staged 0
335271	335271	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
31	143	----> if [ $staged = 1 ]...
112	112	-----> [ $staged = 1 ]
53	139511	----> if [ "$dirty" = "" ]...
95	95	-----> [ "$dirty" = "" ]
139363	139363	-----> set PROMPT "$branch $dirty"
885	6318	---> prompt_segment $BG black $PROMPT
155	155	----> set -l bg
103	103	----> set -l fg
81	570	----> if [ -n "$argv[1]" ]...
183	183	-----> [ -n "$argv[1]" ]
306	306	-----> set bg $argv[1]
89	645	----> if [ -n "$argv[2]" ]...
273	273	-----> [ -n "$argv[2]" ]
283	283	-----> set fg $argv[2]
91	3648	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
350	350	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2865	2865	-----> set_color -b $bg
97	97	-----> set_color $current_bg
85	85	-----> echo -n "$segment_separator "
82	82	-----> set_color -b $bg
78	78	-----> set_color $fg
96	96	----> set current_bg $argv[1]
36	216	----> if [ -n "$argv[3]" ]...
89	89	-----> [ -n "$argv[3]" ]
91	91	-----> echo -n -s $argv[3] " "
182	52261	-> __exists svn
52079	52079	--> command -v "$name" ^/dev/null >&2
327	248837	-> and prompt_svn
92	92	--> set -l ref
41	248418	--> if command svn ls . >/dev/null 2>&1...
248377	248377	---> command svn ls . >/dev/null 2>&1
279	969	-> prompt_finish
60	538	--> if [ -n $current_bg ]...
185	185	---> [ -n $current_bg ]
98	98	---> set_color -b normal
105	105	---> set_color $current_bg
90	90	---> echo -n "$segment_separator "
70	70	--> set_color normal
82	82	--> set -g current_bg NONE
111	111	> echo $_ " "
184	344433	> __fish_pwd
344249	344249	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
141	3271	> __fish_disable_bracketed_paste 'git --version'
3130	3130	-> printf "\e[?2004l"
3099	3099	> echo $_ " "
3025	144057	> __fish_pwd
141032	141032	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
328101	328101	> git --version
105	198	> __fish_enable_bracketed_paste
93	93	-> printf "\e[?2004h"
334	145963	> fish_mode_prompt
44	145629	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
143558	143558	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
59	2027	--> switch $fish_bind_mode...
622	1968	---> prompt_segment green black "I"
90	90	----> set -l bg
71	71	----> set -l fg
34	229	----> if [ -n "$argv[1]" ]...
97	97	-----> [ -n "$argv[1]" ]
98	98	-----> set bg $argv[1]
33	206	----> if [ -n "$argv[2]" ]...
85	85	-----> [ -n "$argv[2]" ]
88	88	-----> set fg $argv[2]
52	450	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
94	94	-----> set_color -b $bg
85	85	-----> set_color $fg
71	71	-----> echo -n " "
92	92	----> set current_bg $argv[1]
31	208	----> if [ -n "$argv[3]" ]...
83	83	-----> [ -n "$argv[3]" ]
94	94	-----> echo -n -s $argv[3] " "
387	5134544	> fish_prompt
112	112	-> set -g RETVAL $status
333	395840	-> prompt_status
21	110	--> if [ $RETVAL -ne 0 ]...
89	89	---> [ $RETVAL -ne 0 ]
679	99135	--> set -l uid (id -u $USER)
98456	98456	---> id -u $USER
26	130	--> if [ $uid -eq 0 ]...
104	104	---> [ $uid -eq 0 ]
33	296132	--> if [ (jobs -l | wc -l) -gt 0 ]...
735	293896	---> [ (jobs -l | wc -l) -gt 0 ]
293161	293161	----> jobs -l | wc -l
661	2203	---> prompt_segment black cyan "⚙"
83	83	----> set -l bg
70	70	----> set -l fg
34	242	----> if [ -n "$argv[1]" ]...
116	116	-----> [ -n "$argv[1]" ]
92	92	-----> set bg $argv[1]
32	208	----> if [ -n "$argv[2]" ]...
87	87	-----> [ -n "$argv[2]" ]
89	89	-----> set fg $argv[2]
71	644	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
153	153	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
94	94	-----> set_color -b $bg
84	84	-----> set_color $current_bg
83	83	-----> echo -n "$segment_separator "
79	79	-----> set_color -b $bg
80	80	-----> set_color $fg
91	91	----> set current_bg $argv[1]
32	204	----> if [ -n "$argv[3]" ]...
83	83	-----> [ -n "$argv[3]" ]
89	89	-----> echo -n -s $argv[3] " "
166	135278	-> prompt_virtual_env
30	135112	--> if test "$VIRTUAL_ENV"...
135082	135082	---> test "$VIRTUAL_ENV"
522	1456	-> prompt_user
95	95	--> set -l BG 444444
77	77	--> set -l FG BCBCBC
37	762	--> if [ "$theme_display_user" = "yes" ]...
103	103	---> [ "$theme_display_user" = "yes" ]
226	528	---> get_hostname
90	90	----> set -g HOSTNAME_PROMPT ""
24	212	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
188	188	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
26	94	---> if [ $HOSTNAME_PROMPT ]...
68	68	----> [ $HOSTNAME_PROMPT ]
115	11820	-> prompt_dir
1176	11705	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2450	9018	---> prompt_pwd
116	116	----> set -l options 'h/help'
2099	2099	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
25	117	----> if set -q _flag_help...
92	92	-----> set -q _flag_help
58	58	----> set -q fish_prompt_pwd_dir_length
75	75	----> or set -l fish_prompt_pwd_dir_length 1
602	602	----> set realhome ~
1033	3233	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
2200	2200	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
39	268	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
92	92	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
137	137	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
81	81	---> set -l bg
67	67	---> set -l fg
31	214	---> if [ -n "$argv[1]" ]...
92	92	----> [ -n "$argv[1]" ]
91	91	----> set bg $argv[1]
31	201	---> if [ -n "$argv[2]" ]...
83	83	----> [ -n "$argv[2]" ]
87	87	----> set fg $argv[2]
70	656	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
152	152	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
95	95	----> set_color -b $bg
87	87	----> set_color $current_bg
83	83	----> echo -n "$segment_separator "
84	84	----> set_color -b $bg
85	85	----> set_color $fg
91	91	---> set current_bg $argv[1]
32	201	---> if [ -n "$argv[3]" ]...
82	82	----> [ -n "$argv[3]" ]
87	87	----> echo -n -s $argv[3] " "
201	54218	-> __exists hg
54017	54017	--> command -v "$name" ^/dev/null >&2
718	1645892	-> and prompt_hg
129	129	--> set -l branch
105	105	--> set -l state
49	1644940	--> if command hg id >/dev/null 2>&1...
1644891	1644891	---> command hg id >/dev/null 2>&1
235	52568	-> __exists git
52333	52333	--> command -v "$name" ^/dev/null >&2
2000	2556402	-> and prompt_git
3614	3614	--> set -l ref
144	2550788	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
311871	311871	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
1244	331428	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
330184	330184	----> command git symbolic-ref HEAD 2> /dev/null
36	2698	---> if [ $status -gt 0 ]...
2662	2662	----> [ $status -gt 0 ]
156115	156115	---> set branch_symbol \uE0A0
789	147667	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
146878	146878	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
92	92	---> set -l BG PROMPT
1077	444829	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
443752	443752	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
206	1150088	---> if [ "$dirty" = "" ]...
159	159	----> [ "$dirty" = "" ]
79	79	----> set BG yellow
80	80	----> set dirty ''
70	70	----> set -l empty 0
319153	319153	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
105	105	----> set -l target
104	321632	----> if [ $empty = 1 ]...
98	98	-----> [ $empty = 1 ]
90	90	-----> set target 'HEAD'
74	74	-----> set -l unstaged 0
320802	320802	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
146	146	-----> or set unstaged 1
52	318	-----> if [ $unstaged = 1 ]...
126	126	------> [ $unstaged = 1 ]
140	140	------> set dirty $dirty'●'
110	110	----> set -l staged 0
361346	361346	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
41	201	----> if [ $staged = 1 ]...
160	160	-----> [ $staged = 1 ]
50	146947	----> if [ "$dirty" = "" ]...
135	135	-----> [ "$dirty" = "" ]
146762	146762	-----> set PROMPT "$branch $dirty"
705	5856	---> prompt_segment $BG black $PROMPT
97	97	----> set -l bg
74	74	----> set -l fg
34	226	----> if [ -n "$argv[1]" ]...
98	98	-----> [ -n "$argv[1]" ]
94	94	-----> set bg $argv[1]
32	243	----> if [ -n "$argv[2]" ]...
120	120	-----> [ -n "$argv[2]" ]
91	91	-----> set fg $argv[2]
100	4074	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
236	236	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
3327	3327	-----> set_color -b $bg
142	142	-----> set_color $current_bg
97	97	-----> echo -n "$segment_separator "
89	89	-----> set_color -b $bg
83	83	-----> set_color $fg
103	103	----> set current_bg $argv[1]
51	334	----> if [ -n "$argv[3]" ]...
164	164	-----> [ -n "$argv[3]" ]
119	119	-----> echo -n -s $argv[3] " "
186	48084	-> __exists svn
47898	47898	--> command -v "$name" ^/dev/null >&2
329	231606	-> and prompt_svn
123	123	--> set -l ref
